,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin,Mvir_all,M200b,M200c,M500c,M2500c,Xoff,Voff,Spin_Bullock,b_to_a,c_to_a,A[x],A[y],A[z],b_to_a(500c),c_to_a(500c),A[x](500c),A[y](500c),A[z](500c),T/|U|,M_pe_Behroozi,M_pe_Diemer
117213,0.22235,302432867,0.22835,324585976.0,4.0,-1.0,-1.0,-1.0,0.0,2531000000000.0,2347000000000.0,346.042,105.053,436.59,1.0,0.2043,376.86,35.42255,43.26894,19.49081,-44.17,50.4,65.54,-768800000000.0,3713000000000.0,-3683000000000.0,0.02033,29196029.0,29078973.0,3060299107.0,2499454.0,23.0,29079347.0,29079346.0,29078994.0,81.5157,2350400000000.0,2262300000000.0,2242900000000.0,1535900000000.0,267140000000.0,68.3421,153.49,0.057139999999999996,0.38237,0.27763000000000004,46.6258,31.6522,-18.4613,0.21018,0.15683,37.8814,27.9975,-19.4542,0.9296,1873000000000.0,2640000000000.0
119613,0.21635,281134134,0.22235,302432867.0,6.0,-1.0,-1.0,-1.0,0.0,2129000000000.0,2173000000000.0,337.397,169.678,401.68,1.0,0.2043,363.02,35.51095,43.27105,19.42129,-149.85,23.04,82.92,2164000000000.0,2010000000000.0,-11690000000.0,0.01786,29198429.0,29078974.0,3060299107.0,2430437.0,22.0,29079291.0,29079290.0,29078994.0,104.354,2172800000000.0,2105000000000.0,2084000000000.0,1267600000000.0,88866000000.0,50.893,129.0,0.036789999999999996,0.75546,0.41233000000000003,41.6282,18.252,-31.1868,0.6612899999999999,0.29434,-30.7155,-7.22813,28.6411,0.8592,3191000000000.0,3761000000000.0
122028,0.21035,260230553,0.21635,281134134.0,2.0,-1.0,-1.0,-1.0,0.0,1841810000000.0,1867000000000.0,320.89,253.335,370.67,1.0,0.2043,347.0,35.52663,43.27202,19.40973,-128.61,-95.77,-19.03,1067000000000.0,1997000000000.0,-99670000000.0,0.0213,29200844.0,29078975.0,3060299107.0,2355456.0,21.0,29079091.0,29079090.0,29078994.0,114.727,1867100000000.0,1793700000000.0,1774200000000.0,799380000000.0,81097000000.0,50.596000000000004,77.32,0.03687,0.46074,0.28314,41.7321,27.1141,-19.9653,0.74456,0.28803,25.0328,19.3771,-3.4559800000000003,0.7878,1507000000000.0,4120000000000.0
124421,0.20435,239773612,0.21035,260230553.0,2.0,-1.0,-1.0,-1.0,0.0,1811600000000.0,1411000000000.0,292.426,119.071,363.21,1.0,0.2043,320.46,35.58368,43.30669,19.41677,-166.51,-36.15,105.2,-1389000000000.0,209200000000.0,1112000000000.0,0.02576,29203237.0,29078976.0,3060299107.0,2273999.0,20.0,29079072.0,29079071.0,29078994.0,105.95700000000001,1411500000000.0,1342500000000.0,1327700000000.0,738730000000.0,217530000000.0,26.6327,102.67,0.04712,0.48591000000000006,0.39121999999999996,34.2376,21.4741,-15.3669,0.57303,0.44231000000000004,23.3616,14.8714,-12.4111,0.8270000000000001,2029000000000.0,2192000000000.0
126803,0.20235,219965502,0.20435,239773612.0,2.0,-1.0,-1.0,-1.0,0.0,1256670000000.0,1289000000000.0,283.71,106.323,362.5,1.0,0.1803,316.25,35.59342,43.30073,19.39854,-180.23,-86.88,135.32,-2157000000000.0,225100000000.0,936300000000.0,0.02805,29205619.0,29078977.0,3060299107.0,2244457.0,19.0,29079058.0,29079057.0,29078994.0,83.9999,1288600000000.0,1246400000000.0,1236800000000.0,731230000000.0,180050000000.0,35.9421,145.83,0.07266,0.69135,0.61787,24.0876,29.6319,-7.969939999999999,0.76917,0.45078999999999997,19.9211,20.8191,1.71122,0.9148,1691000000000.0,1917000000000.0
129194,0.19835,200834044,0.20235,219965502.0,4.0,-1.0,-1.0,-1.0,0.0,1129330000000.0,1070000000000.0,266.699,86.728,364.11,1.0,0.1803,311.35,35.629129999999996,43.36179,19.4443,-306.28,-167.86,55.8,936200000000.0,-2263000000000.0,1936000000000.0,0.05695,29208010.0,29078978.0,3060299107.0,2184125.0,18.0,29079052.0,29079051.0,29078994.0,55.7691,1070300000000.0,1054400000000.0,1048300000000.0,715420000000.0,118030000000.0,56.1119,205.53,0.13228,0.79691,0.72053,-4.189430000000001,-1.41039,30.4979,0.52062,0.37324,-4.47933,10.133,23.2555,1.1016,903900000000.0,1172000000000.0
131555,0.19235,182434571,0.19835,200834044.0,1.0,-1.0,-1.0,-1.0,0.0,993800000000.0,1029000000000.0,263.33,87.61,349.79,1.0,0.1803,312.91,35.678290000000004,43.36457,19.36046,-207.17,-192.88,-19.15,-1173000000000.0,-329100000000.0,1299000000000.0,0.04682,29210371.0,29078979.0,3060299107.0,2087191.0,17.0,29079017.0,29079016.0,29078994.0,53.8999,1028600000000.0,997420000000.0,992240000000.0,710380000000.0,88320000000.0,29.1893,165.04,0.0818,0.6444,0.5891,33.9403,15.905,-2.10055,0.50129,0.29611,24.3051,15.0975,5.88626,0.8146,1187000000000.0,1178000000000.0
133880,0.18635,164158199,0.19235,182434571.0,1.0,-1.0,-1.0,-1.0,0.0,801100000000.0,882400000000.0,250.284,244.674,325.6,1.0,0.1803,286.65,35.744640000000004,43.43087,19.38787,-211.96,-208.27,-57.54,-568200000000.0,-694000000000.0,914500000000.0,0.03063,29212696.0,29078980.0,3060299107.0,1982136.0,16.0,-1.0,29079016.0,29078994.0,91.8305,882390000000.0,845860000000.0,839040000000.0,315660000000.0,30394000000.0,36.7674,180.94,0.07716,0.5662,0.22194,41.1063,25.0297,-5.7089300000000005,0.40431999999999996,0.21556999999999998,-18.1233,-1.15134,25.0391,0.8964,1009000000000.0,2876000000000.0
136182,0.18035,146321340,0.18635,164158199.0,1.0,-1.0,-1.0,-1.0,0.0,528946000000.0,491900000000.0,206.045,204.844,267.23,1.0,0.1803,238.65,35.78799,43.48168,19.405070000000002,-173.77,-202.26,-76.51,-378700000000.0,-65770000000.0,191800000000.0,0.03878,29214998.0,29078981.0,3060299107.0,1868963.0,15.0,-1.0,29079016.0,29078994.0,91.4744,491900000000.0,429060000000.0,414070000000.0,90092000000.0,27259000000.0,33.7933,140.59,0.06965,0.3721,0.22751,30.084,28.9314,10.5643,0.7305,0.51893,12.4841,6.7427600000000005,9.48088,1.2244,640600000000.0,1920000000000.0
138422,0.17435,129242130,0.18035,146321340.0,1.0,-1.0,-1.0,-1.0,0.0,265100000000.0,167900000000.0,144.041,85.085,196.2,1.0,0.0963,170.21,35.83527,43.52421,19.42148,-157.17,-142.43,-59.87,12000000000.0,5610000000.0,27320000000.0,0.015819999999999997,29217238.0,29078982.0,3060299107.0,1750536.0,14.0,-1.0,29079016.0,29078994.0,54.4792,167920000000.0,159600000000.0,158510000000.0,77144000000.0,20581000000.0,12.0379,15.07,0.030019999999999998,0.47397,0.37922,16.5206,12.3956,7.2301899999999995,0.54432,0.50925,12.3649,5.07069,3.65098,0.8306,463800000000.0,732100000000.0
140593,0.16835,112918130,0.17435,129242130.0,1.0,-1.0,-1.0,-1.0,0.0,139300000000.0,135500000000.0,134.129,46.671,187.08,1.0,0.0963,168.05,35.885329999999996,43.569559999999996,19.4328,-132.64,-128.07,-40.88,24010000000.0,2520000000.0,2831000000.0,0.02081,29219409.0,29078983.0,3060299107.0,1623509.0,13.0,-1.0,29079016.0,29078994.0,30.1592,135480000000.0,132890000000.0,132750000000.0,87912000000.0,16219000000.0,11.2777,37.24,0.034980000000000004,0.66938,0.43031,17.6491,15.765999999999998,5.40981,0.63032,0.4744,12.6095,11.4194,6.823580000000001,0.8006,249600000000.0,163700000000.0
142708,0.16235,97428938,0.16835,112918130.0,2.0,-1.0,-1.0,-1.0,0.0,116867000000.0,114500000000.0,126.839,24.513,183.69,1.0,0.0963,167.1,35.92722,43.59362,19.43587,-146.86,-99.99,-39.66,12280000000.0,-3352000000.0,-5155000000.0,0.01796,29221524.0,29078984.0,3060299107.0,1471838.0,12.0,-1.0,29079016.0,29078994.0,22.5426,114490000000.0,112310000000.0,111760000000.0,84368000000.0,15810000000.0,11.5323,19.42,0.02663,0.7178800000000001,0.71035,20.4843,4.09703,-7.36877,0.6917,0.50275,17.9686,-1.0880100000000001,-6.90716,0.7604,289800000000.0,99500000000.0
144731,0.15635,82875909,0.16235,97428938.0,2.0,-1.0,-1.0,-1.0,0.0,100640000000.0,100600000000.0,121.509,20.576,179.43,1.0,0.0963,163.71,35.962709999999994,43.61965,19.46111,-124.52,-66.61,-16.96,9466000000.0,371400000.0,-13880000000.0,0.029960000000000004,29223547.0,29078985.0,3060299107.0,1346217.0,11.0,29079010.0,29079009.0,29078994.0,21.0486,100590000000.0,99224000000.0,99088000000.0,74963000000.0,24533000000.0,1.49115,45.44,0.0412,0.68082,0.5118,16.5085,6.82269,1.81818,0.66071,0.44031000000000003,12.8965,6.24995,-0.49693999999999994,0.7314,191800000000.0,79600000000.0
146633,0.15035,69339270,0.15635,82875909.0,2.0,-1.0,-1.0,-1.0,0.0,83146700000.0,86820000000.0,115.715,28.95,167.1,1.0,0.0963,150.59,36.007259999999995,43.6414,19.48208,-139.01,-78.53,-42.99,7680000000.0,-457700000.0,-13910000000.0,0.0339,29225449.0,29078986.0,3060299107.0,1198848.0,10.0,29079003.0,29079002.0,29078994.0,30.5962,86821000000.0,83686000000.0,83550000000.0,55200000000.0,14720000000.0,5.88526,15.81,0.05078,0.66447,0.43761000000000005,16.5742,8.84807,6.8224100000000005,0.73231,0.46681000000000006,14.2419,3.9817199999999997,4.78,0.7506,70310000000.0,86820000000.0
148430,0.14435,56885587,0.15035,69339270.0,1.0,-1.0,-1.0,-1.0,0.0,64696700000.0,62020000000.0,103.458,26.069,157.72,1.0,0.0963,146.02,36.04805,43.67154,19.489829999999998,-110.69,-47.66,-38.19,3578000000.0,-2966000000.0,-9451000000.0,0.039080000000000004,29227246.0,29078987.0,3060299107.0,1050608.0,9.0,29078995.0,29078994.0,29078994.0,17.1485,62015000000.0,60243000000.0,60243000000.0,45932000000.0,9949700000.0,11.4203,33.14,0.06017,0.7681899999999999,0.55495,7.747839999999999,11.4126,-4.6713,0.70982,0.37306,6.52241,10.5209,-3.16244,0.7718,52500000000.0,62020000000.0
150105,0.13835,45572978,0.14435,56885587.0,1.0,-1.0,-1.0,-1.0,0.0,47613300000.0,45250000000.0,93.157,8.802,155.78,1.0,0.0963,144.44,36.07578,43.677170000000004,19.5062,-119.99,-36.91,-47.6,1356000000.0,-3272000000.0,-6145000000.0,0.05058,29228921.0,29078988.0,3060299107.0,902661.0,8.0,-1.0,29078994.0,29078994.0,10.4553,45251000000.0,43615000000.0,43615000000.0,35301000000.0,16492000000.0,4.4244,18.16,0.06998,0.71729,0.59582,1.7982200000000002,-7.05155,10.2033,0.71419,0.54879,-0.06348,-7.006880000000001,9.05883,0.7608,43210000000.0,22630000000.0
151644,0.13235,35450179,0.13835,45572978.0,1.0,-1.0,-1.0,-1.0,0.0,35480000000.0,35570000000.0,85.99,25.514,134.7,1.0,0.0963,121.68,36.1068,43.68266,19.51454,-133.95,-12.43,-62.49,2506000000.0,-2962000000.0,-6320000000.0,0.06899,29230460.0,29078989.0,3060299107.0,745288.0,7.0,-1.0,29078994.0,29078994.0,18.8391,35710000000.0,34483000000.0,34211000000.0,23852000000.0,4361500000.0,13.5319,33.41,0.11170999999999999,0.88725,0.48073,-1.5622200000000002,-6.04652,11.7348,0.70396,0.35651,5.60882,-0.35467,9.30373,0.7862,29320000000.0,38840000000.0
152985,0.12035,26623577,0.13235,35450179.0,1.0,-1.0,-1.0,-1.0,1.0,25620000000.0,25620000000.0,77.085,19.653,120.34,1.0,0.0963,110.43,36.20538,43.698479999999996,19.54872,-156.77,-33.4,-40.41,1689000000.0,-1938000000.0,-4205000000.0,0.05789,29231801.0,29078990.0,3060299107.0,3412287.0,6.0,-1.0,29078994.0,29078994.0,16.6596,25714830000.0,24851400000.0,24670070000.0,16855400000.0,3225693000.0,10.0524,22.2733,0.08899,0.812337,0.48506000000000005,-0.443787,-5.5362599999999995,10.6424,0.5361630000000001,0.265807,1.88599,3.68065,5.2317,0.723067,21903330000.0,27347330000.0
154001,0.11435,18996441,0.12035,26623577.0,1.0,-1.0,-1.0,-1.0,2.0,15671300000.0,15670000000.0,65.442,13.792,101.35,1.0,0.0963,96.25,36.25395,43.70811,19.56036,-138.2,-27.81,-26.83,872800000.0,-914900000.0,-2091000000.0,0.0468,29232817.0,29078991.0,3060299107.0,2586386.0,5.0,-1.0,29078994.0,29078994.0,13.6822,15719670000.0,15219800000.0,15129130000.0,9858800000.0,2089887000.0,6.57285,11.1367,0.06627000000000001,0.7374229999999999,0.48938999999999994,0.674647,-5.026009999999999,9.55008,0.368367,0.175103,-1.83685,7.7159699999999996,1.15967,0.659933,14486670000.0,15854670000.0
154812,0.10835,12529041,0.11435,18996441.0,1.0,-1.0,-1.0,-1.0,0.0,8403330000.0,5724000000.0,46.796,7.931,69.78,1.0,0.0963,75.86,36.278420000000004,43.6863,19.63565,-122.11,-13.37,-76.14,56190000.0,108600000.0,23630000.0,0.0357,29233628.0,29078992.0,3060299107.0,256489.0,4.0,-1.0,29078994.0,29078994.0,7.93124,5724500000.0,5588200000.0,5588200000.0,2862200000.0,954080000.0,3.09333,0.0,0.04355,0.66251,0.49372,1.79308,-4.51575,8.45774,0.20057,0.0844,-5.55968,11.7513,-2.91236,0.5968,7070000000.0,4362000000.0
155442,0.10235,8001615,0.10835,12529041.0,1.0,-1.0,-1.0,-1.0,0.0,4179670000.0,3816000000.0,40.884,2.631,73.0,1.0,0.0963,84.04,36.319390000000006,43.687020000000004,19.67215,-112.34,-13.09,-77.76,58640000.0,58560000.0,33300000.0,0.07003,29234258.0,29078993.0,3060299107.0,168637.0,3.0,-1.0,29078994.0,29078994.0,2.63064,3816300000.0,3816300000.0,3816300000.0,3407400000.0,2453300000.0,2.34422,0.0,0.06315,0.73463,0.6688,0.6417,2.1346700000000003,4.56635,0.75236,0.63383,0.28705,1.99459,4.621169999999999,0.5186,5004000000.0,1499000000.0
155893,0.09635,4457780,0.10235,8001615.0,0.0,-1.0,-1.0,-1.0,0.0,2999000000.0,2999000000.0,37.729,4.21,59.39,1.0,0.0963,70.1,36.35801,43.69021,19.70828,-109.04,-10.18,-75.88,50650000.0,22090000.0,45720000.0,0.0726,29234709.0,29078994.0,3060299107.0,104300.0,2.0,-1.0,29078994.0,29078994.0,4.2102699999999995,2998500000.0,2862200000.0,2862200000.0,2453300000.0,1226700000.0,5.40332,0.0,0.07811,0.60612,0.33502,-2.16798,5.69798,-3.97285,0.5898100000000001,0.1968,-1.93377,5.24357,-3.50276,0.5368,2954000000.0,1772000000.0
